8.723723702132701874e-03,7.301050424575805664e-02
3.524231910705566406e-02,2.563610970973968506e-01
7.781688868999481201e-02,3.428856134414672852e-01
9.584087133407592773e-02,2.432232797145843506e-01
3.184324875473976135e-02,7.919505983591079712e-02
5.432528443634510040e-03,2.464969083666801453e-02
8.505962789058685303e-03,2.840648218989372253e-02
1.936445757746696472e-02,2.830049023032188416e-02
2.681905031204223633e-02,3.012024797499179840e-02
2.897085994482040405e-02,2.792491205036640167e-02
2.050641551613807678e-02,2.693380601704120636e-02
1.787240803241729736e-02,2.802032046020030975e-02
7.349610794335603714e-03,2.218638360500335693e-02
4.269650205969810486e-03,2.296166867017745972e-02
4.435854789335280657e-04,2.296788617968559265e-02
7.296081166714429855e-04,2.054364606738090515e-02
9.252229356206953526e-04,1.745745725929737091e-02
3.923717013094574213e-04,2.063162066042423248e-02
7.275076350197196007e-04,1.362562179565429688e-02
1.170150353573262691e-03,1.070631667971611023e-02
6.082900217734277248e-04,1.102848071604967117e-02
3.532015020027756691e-03,9.742275811731815338e-03
5.001983139663934708e-03,8.105309680104255676e-03
6.358811166137456894e-03,9.011836722493171692e-03
3.593155182898044586e-03,9.355974383652210236e-03
7.113054394721984863e-03,8.240470662713050842e-03
6.563855335116386414e-03,1.062769256532192230e-02
1.926675252616405487e-02,1.654762588441371918e-02
4.811959341168403625e-02,4.073189571499824524e-02
5.612916499376296997e-02,7.908071577548980713e-02
1.285509169101715088e-01,1.318742036819458008e-01
1.948478072881698608e-01,1.682785600423812866e-01
1.927499026060104370e-01,1.512848734855651855e-01
1.901189833879470825e-01,1.369120925664901733e-01
1.928021609783172607e-01,1.236749291419982910e-01
2.570015192031860352e-01,1.201636344194412231e-01
3.089202642440795898e-01,1.317130029201507568e-01
3.569454252719879150e-01,1.643240898847579956e-01
3.679116368293762207e-01,1.617069393396377563e-01
3.748986124992370605e-01,1.878347396850585938e-01
2.601370811462402344e-01,1.158162206411361694e-01
9.291997551918029785e-02,4.847727715969085693e-02
5.296172946691513062e-02,2.731959149241447449e-02
1.974356919527053833e-02,2.805642038583755493e-02
1.450022310018539429e-02,4.320132359862327576e-02
6.091590970754623413e-02,9.046760201454162598e-02
1.144488528370857239e-01,1.673529297113418579e-01
1.287243962287902832e-01,2.012408971786499023e-01
1.246530562639236450e-01,2.251019477844238281e-01
1.594582051038742065e-01,2.607805430889129639e-01
1.786241531372070312e-01,2.679144144058227539e-01
2.044669985771179199e-01,2.632347047328948975e-01
1.862057447433471680e-01,2.925706803798675537e-01
1.997285038232803345e-01,2.858558297157287598e-01
2.058216631412506104e-01,2.840687632560729980e-01
1.820526719093322754e-01,2.731224894523620605e-01
1.952738165855407715e-01,2.498177140951156616e-01
1.970923990011215210e-01,2.621621787548065186e-01
1.819549202919006348e-01,2.439035624265670776e-01
1.805079430341720581e-01,2.171696126461029053e-01
1.585694551467895508e-01,2.122085541486740112e-01
1.682578325271606445e-01,1.864305287599563599e-01
2.001352310180664062e-01,1.874056756496429443e-01
1.790415644645690918e-01,1.683350950479507446e-01
1.724704205989837646e-01,1.677211374044418335e-01
1.365644037723541260e-01,1.399680674076080322e-01
1.434104740619659424e-01,1.441612839698791504e-01
1.323245018720626831e-01,1.265789270401000977e-01
1.355451047420501709e-01,1.182221621274948120e-01
1.160515025258064270e-01,1.081718802452087402e-01
8.020614832639694214e-02,9.719430655241012573e-02
9.752158075571060181e-02,1.062479391694068909e-01
8.200154453516006470e-02,9.272012859582901001e-02
6.202392652630805969e-02,7.713939994573593140e-02
8.867395669221878052e-02,7.316363602876663208e-02
9.994744509458541870e-02,7.661189138889312744e-02
1.058621034026145935e-01,7.727796584367752075e-02
6.994993984699249268e-02,5.757999420166015625e-02
8.063434809446334839e-02,5.465886741876602173e-02
6.730221956968307495e-02,4.788224399089813232e-02
5.836065113544464111e-02,5.144453048706054688e-02
7.706893980503082275e-02,5.502709373831748962e-02
4.677250981330871582e-02,4.430884495377540588e-02
2.782865986227989197e-02,3.783207386732101440e-02
3.241627290844917297e-02,3.721969574689865112e-02
3.296061232686042786e-02,3.618232905864715576e-02
3.209076821804046631e-02,2.525450661778450012e-02
2.944989129900932312e-02,2.705701440572738647e-02
2.364845573902130127e-02,3.480812162160873413e-02
3.607211634516716003e-02,2.952186763286590576e-02
2.125468663871288300e-02,3.206190466880798340e-02
1.483711879700422287e-02,2.852754108607769012e-02
1.290446799248456955e-02,2.941226214170455933e-02
2.818724140524864197e-02,2.990874275565147400e-02
1.055533811450004578e-02,2.638112008571624756e-02
3.927816450595855713e-02,3.574294596910476685e-02
1.925912685692310333e-02,3.107139654457569122e-02
2.302094548940658569e-02,2.564395964145660400e-02
2.687759324908256531e-02,3.104817308485507965e-02
1.620059460401535034e-02,2.851786091923713684e-02
2.835059352219104767e-02,3.114954009652137756e-02
2.173063531517982483e-02,2.823064289987087250e-02
1.485639531165361404e-02,2.212811075150966644e-02
2.629889175295829773e-02,2.910680510103702545e-02
2.046120353043079376e-02,3.010485693812370300e-02
1.515117753297090530e-02,2.526593394577503204e-02
1.669185236096382141e-02,2.348805405199527740e-02
1.415506843477487564e-02,2.607636898756027222e-02
1.382740028202533722e-02,3.045532293617725372e-02
1.938189752399921417e-02,2.353950962424278259e-02
1.952070184051990509e-02,2.234277501702308655e-02
2.160159870982170105e-02,2.198319882154464722e-02
1.539228949695825577e-02,2.772382088005542755e-02
2.862317115068435669e-02,3.382252156734466553e-02
1.561658829450607300e-02,3.005326911807060242e-02
2.345728687942028046e-02,3.037849254906177521e-02
1.525496691465377808e-02,2.275621145963668823e-02
3.676621615886688232e-02,2.973926998674869537e-02
