8.543716743588447571e-03,5.517753213644027710e-02
5.604768916964530945e-02,2.631369233131408691e-01
9.061701595783233643e-02,3.192102313041687012e-01
7.783053815364837646e-02,2.012424319982528687e-01
4.180015251040458679e-02,4.717268794775009155e-02
1.954906433820724487e-02,3.104437142610549927e-02
5.818359553813934326e-02,4.318363964557647705e-02
1.467253714799880981e-01,5.691373720765113831e-02
1.368021219968795776e-01,5.216435343027114868e-02
1.423068046569824219e-01,4.235236346721649170e-02
1.237213313579559326e-01,3.676042333245277405e-02
7.297317683696746826e-02,3.161860629916191101e-02
4.272435605525970459e-02,3.005484491586685181e-02
4.756286740303039551e-03,2.282169833779335022e-02
6.013606674969196320e-03,2.206469327211380005e-02
1.366849057376384735e-03,2.336456254124641418e-02
1.994270132854580879e-03,1.916952244937419891e-02
3.082007402554154396e-03,1.494653709232807159e-02
8.816208573989570141e-04,2.282486669719219208e-02
5.992364138364791870e-03,3.153629601001739502e-02
2.837712317705154419e-02,8.014751225709915161e-02
6.263557076454162598e-02,1.134161576628684998e-01
8.303055167198181152e-02,9.438616037368774414e-02
1.730681955814361572e-02,3.049251064658164978e-02
5.572852678596973419e-04,1.186660677194595337e-02
1.171664102002978325e-03,9.630695916712284088e-03
7.213083561509847641e-03,1.367639098316431046e-02
2.956535853445529938e-02,1.757995598018169403e-02
4.122133180499076843e-02,2.096736431121826172e-02
4.854931682348251343e-02,2.473532035946846008e-02
3.308703377842903137e-02,2.487186342477798462e-02
4.142943024635314941e-02,2.857290767133235931e-02
3.507482260465621948e-02,2.417642995715141296e-02
1.819591410458087921e-02,2.028416097164154053e-02
2.198408171534538269e-02,1.672066375613212585e-02
3.724059555679559708e-03,1.165670435875654221e-02
1.865318277850747108e-03,7.970115169882774353e-03
5.397838540375232697e-03,8.600201457738876343e-03
3.540763864293694496e-03,8.445817977190017700e-03
2.734800800681114197e-03,1.114431582391262054e-02
1.948872231878340244e-03,9.571013040840625763e-03
1.621624827384948730e-02,2.674759551882743835e-02
2.448202855885028839e-02,4.724656045436859131e-02
2.569353021681308746e-02,3.165570273995399475e-02
3.220197930932044983e-02,2.751840651035308838e-02
8.753313682973384857e-03,1.428572461009025574e-02
1.381634734570980072e-03,8.460842072963714600e-03
2.627567155286669731e-03,5.020083393901586533e-03
7.866483065299689770e-04,5.563987419009208679e-03
1.695644459687173367e-03,5.953707732260227203e-03
1.022116863168776035e-03,6.569637451320886612e-03
6.024832255207002163e-04,6.113396957516670227e-03
1.287608640268445015e-03,7.608780637383460999e-03
1.345530035905539989e-03,7.271485868841409683e-03
4.566956195048987865e-04,8.396002463996410370e-03
2.183460630476474762e-03,5.863386206328868866e-03
1.859540003351867199e-03,8.866203948855400085e-03
1.047675264999270439e-03,9.480373002588748932e-03
4.417291202116757631e-04,8.305636234581470490e-03
1.334285829216241837e-03,8.662304840981960297e-03
4.003025824204087257e-04,8.088219910860061646e-03
1.837039017118513584e-03,9.318847209215164185e-03
1.835940638557076454e-04,6.885159760713577271e-03
1.371042104437947273e-03,6.656688638031482697e-03
1.551796449348330498e-04,7.345527876168489456e-03
2.774236490949988365e-03,7.234796416014432907e-03
6.917255232110619545e-04,6.681901402771472931e-03
3.293545218184590340e-03,9.142272174358367920e-03
9.256702614948153496e-04,8.801321499049663544e-03
9.719189838506281376e-04,8.958485908806324005e-03
1.452942145988345146e-03,7.529263384640216827e-03
