7.784779369831085205e-02,9.285975247621536255e-03
8.175355941057205200e-02,5.039807409048080444e-03
6.520175188779830933e-02,2.620571292936801910e-03
5.325874686241149902e-02,4.742125980556011200e-03
2.371050044894218445e-02,2.992953639477491379e-03
6.819380074739456177e-02,5.278710275888442993e-03
4.650543630123138428e-02,9.527321672067046165e-04
2.712619863450527191e-02,2.660351805388927460e-03
5.093470215797424316e-02,1.776156830601394176e-03
5.296386778354644775e-02,2.537192311137914658e-03
5.738649517297744751e-02,4.631455056369304657e-03
9.849924594163894653e-03,4.893766250461339951e-03
7.800897955894470215e-02,2.787543227896094322e-03
5.312311649322509766e-02,1.710279728285968304e-03
7.622167468070983887e-02,2.169219776988029480e-03
4.721581563353538513e-02,3.822841681540012360e-03
5.845216661691665649e-02,2.991241402924060822e-03
3.491213172674179077e-02,2.013034187257289886e-03
1.638446934521198273e-02,2.216918393969535828e-03
4.886003956198692322e-02,2.442905679345130920e-03
5.393950641155242920e-02,5.433073733001947403e-03
2.713549695909023285e-02,5.532045848667621613e-03
2.552253939211368561e-02,2.838222309947013855e-03
4.624104499816894531e-02,3.452695906162261963e-03
6.345385313034057617e-02,3.109538927674293518e-03
3.676484152674674988e-02,4.866413306444883347e-03
1.033846959471702576e-01,1.759387436322867870e-03
7.550399005413055420e-02,1.359582878649234772e-03
6.441453099250793457e-02,1.690356293693184853e-03
5.371025949716567993e-02,2.047722926363348961e-03
6.617631763219833374e-02,1.428989809937775135e-03
4.611371457576751709e-02,1.823084079660475254e-03
3.565417230129241943e-02,2.815065439790487289e-03
7.881800830364227295e-02,3.222615923732519150e-03
6.751449406147003174e-02,3.072018967941403389e-03
3.284469991922378540e-02,2.628654008731245995e-03
4.055828228592872620e-02,3.984045237302780151e-03
1.089746281504631042e-01,1.475381432101130486e-03
1.259575337171554565e-01,3.455006284639239311e-03
5.845983326435089111e-02,4.248069599270820618e-03
4.663895070552825928e-02,2.547511365264654160e-03
8.553415536880493164e-02,2.964610466733574867e-03
7.419443875551223755e-02,2.219058573246002197e-03
2.588060311973094940e-02,2.076452132314443588e-03
5.077576637268066406e-02,8.916461840271949768e-03
5.564978718757629395e-02,3.269043052569031715e-03
6.140824407339096069e-02,2.590099582448601723e-03
4.470660537481307983e-02,1.948035205714404583e-03
9.577522426843643188e-02,5.979061126708984375e-03
8.359339088201522827e-02,1.615712302736938000e-03
2.595540508627891541e-02,1.086172647774219513e-03
2.947033382952213287e-02,1.751193660311400890e-03
7.168111950159072876e-02,2.465801779180765152e-03
